widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
Text36,2,text,"(city, state and zip code) — row 1",incorporator_entity_1.principal_business_location.city_state_zip,high,Corporate inc 1 city/state/zip.
Text37,2,text,Name of Corporate Incorporator (row 2),incorporator_entity_2.name,high,Corporate-incorporator row 2 name.
Text38,2,text,(principal business location) — Street (row 2),incorporator_entity_2.principal_business_location.street,high,Row 2 street.
Text39,2,text,(type or print name and capacity) — row 2,incorporator_entity_2.signer_printed_name_and_capacity,high,Row 2 signer.
Text40,2,text,"(city, state and zip code) — row 2",incorporator_entity_2.principal_business_location.city_state_zip,high,Row 2 city/state/zip.
Name of entity,3,text,Name of entity(s) on submitted filings [1],filing.entities[0].name,high,Cover-letter row 1.
Name of entitys on the submitted filings 2,3,text,Name of entity [2],filing.entities[1].name,high,Cover-letter row 2.
Check Box14,3,checkbox,Hold attested copy for pick up,filing.expedited_service.hold_for_pickup,high,'hold_for_pickup'.
Check Box15,3,checkbox,24-hour expedited filing ($50),filing.expedited_service.expedite_24h,high,'24h_next_business_day'.
Check Box16,3,checkbox,Immediate expedited filing ($100),filing.expedited_service.immediate,high,'immediate_same_day'.
Total fees enclosed,3,text,Total fee(s) enclosed: $,filing.total_fees_dollars,high,Total fees.
Name of contact person,3,text,Name of contact person,filing.contact.name,high,Contact name.
Daytime telephone number,3,text,Daytime telephone number,filing.contact.phone,high,Contact phone.
Contact email address for this filing,3,text,Contact email address for this filing,filing.contact.email,high,Contact email.
Email address to use for annual report reminders,3,text,Email address to use for annual report reminders,entity.annual_report_reminder_email,high,Annual-report email.
Name of attested copy recipient,3,text,Name of attested copy recipient,filing.attested_copy_recipient.name,high,Recipient name.
Firm or Company,3,text,Firm or Company,filing.attested_copy_recipient.firm,high,Recipient firm.
Mailing Address,3,text,Mailing Address,filing.attested_copy_recipient.mailing_address.street,high,Recipient street.
City State  Zip,3,text,"City, State & Zip",filing.attested_copy_recipient.mailing_address.city_state_zip,high,Recipient city/state/zip combined.
