widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
The street and mailing address of an office that may be used for service of process under 1435 is 1,0,text,SIXTH: (Foreign Converted Organization Not Authorized to Transact Business in this State Only) The street and mailing address of an office that may be used for service of process under §1435 is:,conversion.new_entity.foreign_service_of_process_mailing_address.line1,high,First line of the §1435 service-of-process address. Required only when the resulting entity is foreign and not authorized to transact business in Maine (per FOURTH recital and SIXTH header). Two-line widget split with line1/line2 (no street/city_state_zip semantic split available on this template).
The street and mailing address of an office that may be used for service of process under 1435 is 2,0,text,(continuation line),conversion.new_entity.foreign_service_of_process_mailing_address.line2,high,Second line of the §1435 service-of-process address. Continuation of line1.
The organizing document for the converted resulting organization is attached as Exhibit,1,text,"SEVENTH: The organizing document for the converted (resulting) organization is attached as Exhibit ___, and made a part hereof",conversion.new_entity_organizing_document_exhibit_letter,high,"Inline exhibit letter for the attached organizing document. NEW key — distinct from MBCA-21's conversion.new_entity_provisions_exhibit_letter (which references a 'provisions required to be set forth' subset). MLPA-Conv attaches the WHOLE organizing document, not just the required provisions, so the artifact is different."
Dated,1,text,Dated ___,filing.date_signed,high,Date the articles are signed.
type or print name and capacity,1,text,(authorized signature) / (type or print name and capacity) — first signature row,general_partner_1.printed_name_and_capacity,high,"First general-partner signer. Per recital, 'must be signed by each general partner listed in the certificate of limited partnership' — so this is a per-GP signature pattern (Shape E's per-officer-signer-pattern variant), not Shape D filing.signer.*. Reuses general_partner_N.* namespace from MLPA-6 (formation), extending it to a non-formation context. Combined name+capacity widget (Shape D primitive applied per-GP)."
type or print name and capacity_2,1,text,(authorized signature) / (type or print name and capacity) — second signature row,general_partner_2.printed_name_and_capacity,high,"Second general-partner signer. If the LP has more than 2 GPs, additional signatures must go on attached pages (the form has no exhibit-letter widget for additional GPs)."
Check Box1,1,text,"SEVENTH: [ ] The organizing document for the converted (resulting) organization is attached as Exhibit ___, and made a part hereof",conversion.result_type,high,Radio option: resulting entity requires SOS filing (organizing document attached). Enum value: 'filing_required'. Mutually exclusive with Check Box2.
Check Box2,1,text,SEVENTH: [ ] The converted (resulting) is an organization not required to file with the Maine Secretary of State's office,conversion.result_type,high,"Radio option: resulting entity does not require Maine SOS filing (e.g., general partnership, sole prop). Enum value: 'no_filing_required'. Mutually exclusive with Check Box1."
cover1,2,text,Name of entity(s) on the submitted filings [1],filing.entities[0].name,high,Cover-letter row 1; universal handle for entity name on this filing.
cover2,2,text,Name of entity [2],filing.entities[1].name,high,Cover-letter row 2 (typically the bundled formation form's resulting entity).
cover3,2,text,Hold attested copy for pick up,filing.expedited_service,high,Expedite tier 'hold_for_pickup'.
cover4,2,text,24-hour expedited filing,filing.expedited_service,high,Expedite tier '24h_next_business_day'.
cover,2,text,Immediate expedited filing,filing.expedited_service,high,Expedite tier 'immediate_same_day'. Note: widget named 'cover' (not 'cover5') on this template.
cover6,2,text,Total fee(s) enclosed: $,filing.total_fees_dollars,high,Total fees ($150 base per page-0 header plus expedite premium and bundled formation fee).
cover7,2,text,(Name of contact person),filing.contact.name,high,Contact name.
cover8,2,text,(Daytime telephone number),filing.contact.phone,high,Contact phone.
cover9,2,text,(Contact email address for this filing),filing.contact.email,high,Filing-specific contact email.
cover10,2,text,(Email address to use for annual report reminders),entity.annual_report_reminder_email,high,Annual-report reminder email.
cover11,2,text,(Name of attested copy recipient),filing.attested_copy_recipient.name,high,Recipient name.
cover12,2,text,(Firm or Company),filing.attested_copy_recipient.firm,high,Recipient firm.
cover13,2,text,(Mailing Address),filing.attested_copy_recipient.mailing_address.street,high,Recipient street.
cover14,2,text,"(City, State & Zip)",filing.attested_copy_recipient.mailing_address.city_state_zip,high,Recipient city/state/zip combined.
