widget_id,page,field_type,label_verbatim,canonical_key,confidence,rationale
Text37,1,text,Incorporator 5 - (type or print name),incorporator_5.printed_name,high,City/state/zip of incorporator 6.
Text38,1,text,"Incorporator 5 - (city, state and zip code)",incorporator_5.address.city_state_zip,high,Trailing widget at the bottom of the incorporator block; provisionally mapped to a 7th incorporator slot's Street. Visual layout suggests only 6 incorporator slots — pass-2 visual-fill testing needed. May be unused or backup overflow widget.
Name of entity,2,text,filing.entities[0].name,filing.entities[0].name,high,Mapped widget (live blank).
Name of entitys on the submitted filings 2,2,text,filing.entities[1].name,filing.entities[1].name,high,Cover-letter row 2.
Check Box14,2,checkbox,Hold attested copy for pick up,filing.expedited_service.hold_for_pickup,high,Mapped widget (live blank).
Check Box15,2,checkbox,24-hour expedited filing ($50),filing.expedited_service.expedite_24h,high,Mapped widget (live blank).
Check Box16,2,checkbox,Immediate expedited filing ($100),filing.expedited_service.immediate,high,Mapped widget (live blank).
Total fees enclosed,2,text,filing.total_fees_dollars,filing.total_fees_dollars,high,Total fees ($5 base per page-0 header plus expedite premium).
Name of contact person,2,text,filing.contact.name,filing.contact.name,high,Cover-letter contact name (distinct from entity.contact_person.* on page 1).
Daytime telephone number,2,text,filing.contact.phone,filing.contact.phone,high,Contact phone.
Contact email address for this filing,2,text,filing.contact.email,filing.contact.email,high,Filing-specific contact email.
Email address to use for annual report reminders,2,text,entity.annual_report_reminder_email,entity.annual_report_reminder_email,high,Annual-report reminder email.
Name of attested copy recipient,2,text,filing.attested_copy_recipient.name,filing.attested_copy_recipient.name,high,Recipient name.
Firm or Company,2,text,filing.attested_copy_recipient.firm,filing.attested_copy_recipient.firm,high,Recipient firm.
Mailing Address,2,text,filing.attested_copy_recipient.mailing_address.street,filing.attested_copy_recipient.mailing_address.street,high,Recipient street.
City State  Zip,2,text,filing.attested_copy_recipient.mailing_address.city_state_zip,filing.attested_copy_recipient.mailing_address.city_state_zip,high,Recipient city/state/zip combined.
